IstTimestamp,cSum
2019-02-11 10:17:48.049,145
2019-02-11 10:18:03.189,146
2019-02-11 10:19:10.090,147
2019-02-11 10:19:17.092,148
2019-02-11 10:19:24.849,149
2019-02-11 10:19:27.049,150
2019-02-11 10:21:04.686,151
2019-02-11 10:21:12.188,152
2019-02-11 10:21:37.924,153
2019-02-11 10:21:49.010,152
2019-02-11 10:22:22.927,151
2019-02-11 10:22:42.435,152
2019-02-11 10:23:17.495,153
2019-02-11 10:23:37.282,154
2019-02-11 10:23:52.675,155
2019-02-11 10:23:57.146,156
2019-02-11 10:24:38.533,157
2019-02-11 10:24:43.560,156
2019-02-11 10:25:31.074,157
2019-02-11 10:25:35.206,158
2019-02-11 10:25:41.827,159
2019-02-11 10:25:47.027,160
2019-02-11 10:25:59.220,161
2019-02-11 10:26:04.016,162
2019-02-11 10:26:09.515,163
2019-02-11 10:26:14.015,164
2019-02-11 10:26:23.636,165
2019-02-11 10:26:30.936,166
2019-02-11 10:26:37.995,167
2019-02-11 10:26:45.515,168
2019-02-11 10:27:36.691,167
2019-02-11 10:28:03.207,168
2019-02-11 10:28:32.231,169
2019-02-11 10:29:47.880,168
2019-02-11 10:29:53.701,169
2019-02-11 10:30:03.616,170
2019-02-11 10:30:10.220,171
2019-02-11 10:30:48.779,172
2019-02-11 10:32:10.809,173
2019-02-11 10:33:00.587,174
2019-02-11 10:33:10.631,175
2019-02-11 10:33:30.665,176
2019-02-11 10:36:20.991,175
2019-02-11 10:37:14.016,176
2019-02-11 10:37:55.940,177
2019-02-11 10:38:03.841,178
2019-02-11 10:38:22.959,179
2019-02-11 10:38:32.913,180
2019-02-11 10:39:48.042,181
2019-02-11 10:39:53.290,182
2019-02-11 10:39:57.451,183
2019-02-11 10:40:01.570,184
2019-02-11 10:40:03.441,183
2019-02-11 10:41:05.832,184
2019-02-11 10:41:09.050,185
2019-02-11 10:41:23.625,186
2019-02-11 10:41:56.394,187
2019-02-11 10:41:59.975,188
2019-02-11 10:42:33.250,189
2019-02-11 10:42:56.484,188
2019-02-11 10:43:46.651,189
2019-02-11 10:44:33.012,190
2019-02-11 10:44:41.571,191
2019-02-11 10:44:45.873,190
2019-02-11 10:44:48.160,189
2019-02-11 10:44:51.710,188
2019-02-11 10:45:04.511,187
2019-02-11 10:45:13.040,186
2019-02-11 10:45:19.880,187
2019-02-11 10:45:25.400,188
2019-02-11 10:46:20.656,189
2019-02-11 10:46:43.470,190
2019-02-11 10:46:58.150,191
2019-02-11 10:47:21.721,192
2019-02-11 10:47:25.281,193
2019-02-11 10:47:41.572,194
2019-02-11 10:47:45.006,195
2019-02-11 10:47:50.039,196
2019-02-11 10:47:55.118,197
2019-02-11 10:48:04.436,198
2019-02-11 10:48:23.357,199
2019-02-11 10:48:33.906,200
2019-02-11 10:49:39.188,201
2019-02-11 10:49:55.332,202
2019-02-11 10:50:21.998,203
2019-02-11 10:51:07.134,204
2019-02-11 10:52:10.421,205
2019-02-11 10:52:26.783,206
2019-02-11 10:52:49.778,207
2019-02-11 10:53:03.491,208
2019-02-11 10:55:18.359,207
2019-02-11 10:57:30.047,208
2019-02-11 10:57:36.195,209
2019-02-11 10:57:37.974,210
2019-02-11 10:58:01.604,211
2019-02-11 10:58:18.364,210
2019-02-11 10:58:19.435,211
2019-02-11 11:01:03.771,210
2019-02-11 11:01:17.081,211
2019-02-11 11:01:32.455,212
2019-02-11 11:01:44.890,213
2019-02-11 11:02:02.396,214
2019-02-11 11:02:07.307,215
2019-02-11 11:02:10.506,216
2019-02-11 11:02:31.046,217
2019-02-11 11:02:44.712,218
2019-02-11 11:02:46.266,219
2019-02-11 11:02:53.157,220
2019-02-11 11:04:08.288,221
2019-02-11 11:04:12.796,222
2019-02-11 11:04:25.827,221
2019-02-11 11:06:03.735,220
2019-02-11 11:06:52.306,221
2019-02-11 11:10:06.484,222
2019-02-11 11:12:42.911,221
2019-02-11 11:13:10.522,222
2019-02-11 11:15:00.305,223
2019-02-11 11:19:34.008,222
2019-02-11 11:19:41.894,223
2019-02-11 11:20:29.924,224
2019-02-11 11:21:27.206,225
2019-02-11 11:21:37.972,226
2019-02-11 11:23:25.058,227
2019-02-11 11:23:26.480,228
2019-02-11 11:23:56.639,229
2019-02-11 11:23:58.400,230
2019-02-11 11:25:27.241,231
2019-02-11 11:27:22.315,232
2019-02-11 11:30:38.604,233
2019-02-11 11:30:54.154,234
2019-02-11 11:31:11.326,235
2019-02-11 11:32:52.969,234
2019-02-11 11:35:16.026,233
2019-02-11 11:35:43.061,234
2019-02-11 11:36:23.126,233
2019-02-11 11:36:37.427,234
2019-02-11 11:37:30.196,235
2019-02-11 11:37:39.411,236
2019-02-11 11:37:43.251,235
2019-02-11 11:38:10.536,234
2019-02-11 11:39:06.587,235
2019-02-11 11:39:13.066,236
2019-02-11 11:39:55.721,237
2019-02-11 11:40:40.780,238
2019-02-11 11:41:07.522,239
2019-02-11 11:41:36.157,238
2019-02-11 11:41:46.692,237
2019-02-11 11:41:50.485,236
2019-02-11 11:42:02.601,235
2019-02-11 11:42:45.021,236
2019-02-11 11:44:20.866,237
2019-02-11 11:45:01.105,236
2019-02-11 11:45:48.425,235
2019-02-11 11:45:57.366,236
2019-02-11 11:46:41.709,237
2019-02-11 11:47:24.510,236
2019-02-11 11:48:08.265,237
2019-02-11 11:48:30.466,238
2019-02-11 11:48:56.525,237
2019-02-11 11:49:53.483,236
2019-02-11 11:50:07.287,235
2019-02-11 11:51:42.802,234
2019-02-11 11:52:04.089,233
2019-02-11 11:52:51.096,232
2019-02-11 11:53:08.745,233
2019-02-11 11:53:29.130,234
2019-02-11 11:55:21.141,235
2019-02-11 11:55:24.240,236
2019-02-11 11:56:00.969,235
2019-02-11 11:56:36.565,236
2019-02-11 11:57:38.757,237
2019-02-11 11:57:53.537,236
2019-02-11 11:59:14.106,235
2019-02-11 12:00:39.055,236
2019-02-11 12:02:49.091,235
2019-02-11 12:03:57.401,234
2019-02-11 12:04:52.201,235
2019-02-11 12:04:59.003,236
2019-02-11 12:05:14.801,235
2019-02-11 12:05:44.771,234
2019-02-11 12:06:26.885,235
2019-02-11 12:08:22.013,234
2019-02-11 12:08:52.545,233
2019-02-11 12:09:39.085,232
2019-02-11 12:09:52.871,231
2019-02-11 12:11:08.836,230
2019-02-11 12:13:27.255,229
2019-02-11 12:14:29.093,230
2019-02-11 12:15:16.750,229
2019-02-11 12:19:12.006,230
2019-02-11 12:21:12.030,229
2019-02-11 12:21:28.455,228
2019-02-11 12:21:35.065,229
2019-02-11 12:22:18.000,230
2019-02-11 12:25:04.445,231
2019-02-11 12:25:45.113,232
2019-02-11 12:26:49.891,231
2019-02-11 12:28:20.292,232
2019-02-11 12:28:33.043,231
2019-02-11 12:29:48.449,232
2019-02-11 12:31:08.670,231
2019-02-11 12:31:15.437,230
2019-02-11 12:32:13.301,231
2019-02-11 12:32:18.826,230
2019-02-11 12:32:35.585,231
2019-02-11 12:32:42.295,230
2019-02-11 12:34:14.976,229
2019-02-11 12:34:31.420,228
2019-02-11 12:35:05.858,229
2019-02-11 12:35:28.254,228
2019-02-11 12:35:32.355,229
2019-02-11 12:35:45.964,230
2019-02-11 12:35:49.412,231
2019-02-11 12:35:54.065,232
2019-02-11 12:35:58.010,233
2019-02-11 12:36:03.351,234
2019-02-11 12:38:46.777,235
2019-02-11 12:39:01.071,234
2019-02-11 12:39:07.631,235
2019-02-11 12:40:16.425,234
2019-02-11 12:42:48.659,233
2019-02-11 12:44:43.053,232
2019-02-11 12:45:37.237,231
2019-02-11 12:47:28.607,232
2019-02-11 12:48:02.082,231
2019-02-11 12:48:37.591,232
2019-02-11 12:48:58.696,233
2019-02-11 12:50:21.821,232
2019-02-11 12:50:35.561,233
2019-02-11 12:50:41.353,234
2019-02-11 12:51:29.337,233
2019-02-11 12:53:16.571,232
2019-02-11 12:55:32.600,233
2019-02-11 12:55:36.872,234
2019-02-11 12:57:03.537,233
2019-02-11 12:57:15.367,232
2019-02-11 12:57:36.196,231
2019-02-11 12:59:47.716,232
2019-02-11 13:00:11.641,231
2019-02-11 13:00:41.333,230
2019-02-11 13:01:08.314,231
2019-02-11 13:01:37.442,230
2019-02-11 13:02:32.836,231
2019-02-11 13:02:52.011,232
2019-02-11 13:03:06.911,233
2019-02-11 13:04:20.322,232
2019-02-11 13:07:01.765,233
2019-02-11 13:07:31.721,232
2019-02-11 13:08:23.346,231
2019-02-11 13:08:44.740,230
2019-02-11 13:08:54.990,231
2019-02-11 13:08:59.736,230
2019-02-11 13:09:16.326,231
2019-02-11 13:09:22.686,232
2019-02-11 13:09:33.109,233
2019-02-11 13:10:21.823,232
2019-02-11 13:12:18.132,231
2019-02-11 13:12:29.243,230
2019-02-11 13:13:29.313,231
2019-02-11 13:14:12.601,232
2019-02-11 13:15:12.821,233
2019-02-11 13:15:34.776,234
2019-02-11 13:16:39.222,235
2019-02-11 13:16:59.846,234
2019-02-11 13:17:26.761,235
2019-02-11 13:18:30.163,234
2019-02-11 13:21:14.690,233
2019-02-11 13:21:54.253,234
2019-02-11 13:22:33.037,235
2019-02-11 13:22:48.479,236
2019-02-11 13:23:17.156,237
2019-02-11 13:24:12.861,238
2019-02-11 13:26:40.552,237
2019-02-11 13:28:06.113,236
2019-02-11 13:28:34.127,237
2019-02-11 13:28:41.417,238
2019-02-11 13:29:44.692,237
2019-02-11 13:30:31.076,238
2019-02-11 13:31:14.717,237
2019-02-11 13:32:24.547,236
2019-02-11 13:33:18.376,235
2019-02-11 13:34:11.636,234
2019-02-11 13:34:21.027,233
2019-02-11 13:34:25.749,234
2019-02-11 13:34:50.287,233
2019-02-11 13:35:11.826,232
2019-02-11 13:35:25.799,231
2019-02-11 13:35:40.016,230
2019-02-11 13:36:18.722,229
2019-02-11 13:37:10.502,230
2019-02-11 13:37:39.183,229
2019-02-11 13:38:01.988,228
2019-02-11 13:38:26.199,227
2019-02-11 13:38:59.517,226
2019-02-11 13:39:41.213,225
2019-02-11 13:39:52.627,224
2019-02-11 13:40:10.902,223
2019-02-11 13:40:15.111,222
2019-02-11 13:40:23.912,221
2019-02-11 13:40:28.914,220
2019-02-11 13:40:38.147,219
2019-02-11 13:40:47.467,218
2019-02-11 13:40:58.707,217
2019-02-11 13:41:02.551,216
2019-02-11 13:41:12.010,215
2019-02-11 13:41:26.491,214
2019-02-11 13:41:30.126,213
2019-02-11 13:41:33.496,214
2019-02-11 13:41:40.347,213
2019-02-11 13:41:42.726,212
2019-02-11 13:42:17.322,211
2019-02-11 13:42:38.160,210
2019-02-11 13:42:42.475,209
2019-02-11 13:43:01.482,208
2019-02-11 13:43:17.622,207
2019-02-11 13:43:29.114,206
2019-02-11 13:43:37.311,205
2019-02-11 13:43:50.137,204
2019-02-11 13:44:53.559,203
2019-02-11 13:46:05.596,202
2019-02-11 13:46:23.524,201
2019-02-11 13:46:38.811,200
2019-02-11 13:47:03.327,199
2019-02-11 13:47:36.336,198
2019-02-11 13:47:41.443,197
2019-02-11 13:47:58.698,196
2019-02-11 13:48:07.164,197
2019-02-11 13:48:10.764,196
2019-02-11 13:48:12.663,195
2019-02-11 13:48:22.762,194
2019-02-11 13:49:14.756,193
2019-02-11 13:49:34.111,192
2019-02-11 13:49:58.726,193
2019-02-11 13:50:02.247,192
2019-02-11 13:50:04.086,191
2019-02-11 13:50:50.431,190
2019-02-11 13:51:05.246,189
2019-02-11 13:51:24.103,188
2019-02-11 13:51:25.919,187
2019-02-11 13:51:38.226,188
2019-02-11 13:51:44.096,187
2019-02-11 13:51:51.118,186
2019-02-11 13:51:53.362,185
2019-02-11 13:52:06.576,184
2019-02-11 13:52:55.661,183
2019-02-11 13:53:06.657,182
2019-02-11 13:53:21.462,181
2019-02-11 13:53:32.981,180
2019-02-11 13:53:41.484,179
2019-02-11 13:53:56.184,180
2019-02-11 13:54:03.872,179
2019-02-11 13:54:14.112,178
2019-02-11 13:54:18.832,177
2019-02-11 13:54:27.471,176
2019-02-11 13:54:35.093,177
2019-02-11 13:55:10.551,176
2019-02-11 13:55:31.711,177
2019-02-11 13:55:48.002,176
2019-02-11 13:55:49.882,175
2019-02-11 13:55:53.211,174
2019-02-11 13:56:07.193,175
2019-02-11 13:57:03.172,174
2019-02-11 13:57:05.647,173
2019-02-11 13:57:20.522,172
2019-02-11 13:57:55.030,171
2019-02-11 13:58:03.121,170
2019-02-11 13:58:18.987,169
2019-02-11 13:58:36.497,168
2019-02-11 13:58:45.029,169
2019-02-11 13:58:51.121,168
2019-02-11 13:59:24.076,167
2019-02-11 13:59:46.262,166
2019-02-11 14:00:00.557,167
2019-02-11 14:00:11.811,166
2019-02-11 14:00:16.239,165
2019-02-11 14:00:56.274,166
2019-02-11 14:01:01.633,167
2019-02-11 14:01:08.942,166
2019-02-11 14:02:26.047,165
2019-02-11 14:02:45.483,164
2019-02-11 14:03:05.781,163
2019-02-11 14:03:16.616,162
2019-02-11 14:03:33.523,161
2019-02-11 14:04:35.402,160
2019-02-11 14:04:55.506,159
2019-02-11 14:05:05.162,160
2019-02-11 14:05:52.873,159
2019-02-11 14:05:55.176,158
2019-02-11 14:06:33.321,157
2019-02-11 14:07:37.088,156
2019-02-11 14:07:43.417,155
2019-02-11 14:08:06.657,154
2019-02-11 14:08:40.165,153
2019-02-11 14:09:10.154,154
2019-02-11 14:09:11.494,153
2019-02-11 14:09:52.891,152
2019-02-11 14:10:22.216,151
2019-02-11 14:10:47.102,150
2019-02-11 14:10:56.562,149
2019-02-11 14:11:37.586,148
2019-02-11 14:12:20.353,147
2019-02-11 14:13:08.996,148
2019-02-11 14:13:23.615,147
2019-02-11 14:13:32.495,146
2019-02-11 14:13:35.965,147
2019-02-11 14:13:41.174,148
2019-02-11 14:13:56.472,147
2019-02-11 14:14:42.085,148
2019-02-11 14:14:42.823,147
2019-02-11 14:14:50.911,146
2019-02-11 14:15:57.927,145
2019-02-11 14:16:05.360,146
2019-02-11 14:16:08.009,145
2019-02-11 14:16:26.670,144
2019-02-11 14:16:35.001,145
2019-02-11 14:16:41.610,146
2019-02-11 14:17:40.284,145
2019-02-11 14:17:47.220,144
2019-02-11 14:17:50.609,145
2019-02-11 14:18:11.850,144
2019-02-11 14:19:04.744,143
2019-02-11 14:19:15.969,142
2019-02-11 14:20:36.605,141
2019-02-11 14:20:40.364,140
2019-02-11 14:20:47.645,139
2019-02-11 14:20:50.237,138
2019-02-11 14:21:35.757,137
2019-02-11 14:21:49.514,138
2019-02-11 14:21:51.563,137
2019-02-11 14:22:03.547,136
2019-02-11 14:22:14.145,135
2019-02-11 14:22:52.115,134
2019-02-11 14:23:00.605,133
2019-02-11 14:23:51.579,132
2019-02-11 14:23:55.360,131
2019-02-11 14:23:59.250,130
2019-02-11 14:24:39.782,129
2019-02-11 14:24:57.053,128
2019-02-11 14:26:13.291,127
2019-02-11 14:27:48.371,126
2019-02-11 14:28:16.481,125
2019-02-11 14:28:41.307,126
2019-02-11 14:28:52.025,125
2019-02-11 14:28:57.042,124
2019-02-11 14:29:05.503,123
2019-02-11 14:29:23.275,124
2019-02-11 14:30:23.445,123
2019-02-11 14:30:33.511,122
2019-02-11 14:31:13.305,121
2019-02-11 14:31:17.841,122
2019-02-11 14:31:51.622,123
2019-02-11 14:32:18.204,122
2019-02-11 14:33:34.693,121
2019-02-11 14:34:25.293,120
2019-02-11 14:35:22.082,119
2019-02-11 14:35:43.327,118
2019-02-11 14:36:51.236,117
2019-02-11 14:38:00.022,116
2019-02-11 14:39:08.176,115
2019-02-11 14:39:43.402,114
2019-02-11 14:40:10.527,113
2019-02-11 14:40:41.117,112
2019-02-11 14:40:47.226,111
2019-02-11 14:40:53.088,110
2019-02-11 14:41:46.037,109
2019-02-11 14:43:17.201,110
2019-02-11 14:43:18.341,111
2019-02-11 14:43:20.022,112
2019-02-11 14:44:03.616,111
2019-02-11 14:45:22.835,110
2019-02-11 14:46:00.092,111
2019-02-11 14:46:40.057,112
2019-02-11 14:47:17.681,111
2019-02-11 14:47:44.681,110
2019-02-11 14:48:10.652,109
2019-02-11 14:48:18.785,108
2019-02-11 14:48:29.932,107
2019-02-11 14:48:57.471,108
2019-02-11 14:50:22.429,109
2019-02-11 14:50:35.429,110
2019-02-11 14:53:22.256,111
2019-02-11 14:53:57.395,112
2019-02-11 14:54:11.439,111
2019-02-11 14:56:02.156,110
2019-02-11 14:57:29.038,109
2019-02-11 14:57:32.670,110
2019-02-11 14:58:15.079,111
2019-02-11 14:59:46.209,110
2019-02-11 14:59:54.759,111
2019-02-11 15:00:19.029,110
2019-02-11 15:00:23.614,109
2019-02-11 15:05:12.987,108
2019-02-11 15:06:57.280,109
2019-02-11 15:07:09.468,110
2019-02-11 15:09:01.348,109
2019-02-11 15:10:04.459,110
2019-02-11 15:11:20.890,109
2019-02-11 15:12:19.840,110
2019-02-11 15:15:16.084,111
2019-02-11 15:18:31.333,110
2019-02-11 15:20:01.813,109
2019-02-11 15:20:02.599,108
2019-02-11 15:21:30.023,107
2019-02-11 15:21:40.401,108
2019-02-11 15:21:43.828,109
2019-02-11 15:21:44.648,110
2019-02-11 15:21:45.508,111
2019-02-11 15:22:09.234,112
2019-02-11 15:22:10.573,111
2019-02-11 15:24:47.794,110
2019-02-11 15:25:36.105,109
2019-02-11 15:26:01.108,108
2019-02-11 15:26:09.468,109
2019-02-11 15:26:09.705,110
2019-02-11 15:26:09.809,111
2019-02-11 15:26:09.909,112
2019-02-11 15:26:10.089,113
2019-02-11 15:26:10.288,114
2019-02-11 15:26:10.489,115
2019-02-11 15:26:10.659,116
2019-02-11 15:26:10.778,117
2019-02-11 15:26:12.179,116
2019-02-11 15:27:26.434,115
2019-02-11 15:27:27.533,116
2019-02-11 15:27:27.703,117
2019-02-11 15:27:27.953,118
2019-02-11 15:27:28.083,119
2019-02-11 15:27:28.324,120
2019-02-11 15:27:28.423,121
2019-02-11 15:27:28.713,122
2019-02-11 15:27:28.834,123
2019-02-11 15:27:29.083,124
2019-02-11 15:27:29.164,125
2019-02-11 15:27:29.346,126
2019-02-11 15:27:29.543,127
2019-02-11 15:27:29.723,128
2019-02-11 15:27:29.892,129
2019-02-11 15:27:30.053,130
2019-02-11 15:27:30.263,131
2019-02-11 15:27:36.279,132
2019-02-11 15:27:40.839,131
2019-02-11 15:27:42.328,130
2019-02-11 15:30:25.942,129
2019-02-11 15:30:37.505,130
2019-02-11 15:30:37.714,131
2019-02-11 15:30:37.943,132
2019-02-11 15:30:38.073,133
2019-02-11 15:30:38.274,134
2019-02-11 15:30:38.523,135
2019-02-11 15:30:39.033,136
2019-02-11 15:30:39.583,137
2019-02-11 15:30:40.223,138
2019-02-11 15:30:47.798,137
2019-02-11 15:30:50.140,136
2019-02-11 15:31:10.159,135
2019-02-11 15:31:16.143,136
2019-02-11 15:31:17.339,137
2019-02-11 15:31:36.924,136
2019-02-11 15:33:02.294,135
2019-02-11 15:33:03.499,136
2019-02-11 15:33:03.739,137
2019-02-11 15:33:04.578,138
2019-02-11 15:33:05.089,139
2019-02-11 15:33:06.039,140
2019-02-11 15:33:06.600,141
2019-02-11 15:33:10.520,142
2019-02-11 15:35:20.280,141
2019-02-11 15:35:21.629,142
2019-02-11 15:35:21.980,143
2019-02-11 15:35:22.119,144
2019-02-11 15:35:22.348,145
2019-02-11 15:35:22.618,146
2019-02-11 15:35:22.868,147
2019-02-11 15:35:23.159,148
2019-02-11 15:35:23.428,149
2019-02-11 15:35:23.678,150
2019-02-11 15:35:23.843,151
2019-02-11 15:35:24.228,152
2019-02-11 15:35:24.533,153
2019-02-11 15:35:24.628,154
2019-02-11 15:35:24.839,155
2019-02-11 15:35:25.209,156
2019-02-11 15:35:26.691,157
2019-02-11 15:35:27.368,158
2019-02-11 15:35:27.964,159
2019-02-11 15:35:37.728,158
2019-02-11 15:35:51.559,157
2019-02-11 15:36:21.089,156
2019-02-11 15:36:23.199,157
2019-02-11 15:36:23.690,158
2019-02-11 15:36:24.208,159
2019-02-11 15:36:24.390,160
2019-02-11 15:36:24.611,161
2019-02-11 15:36:24.874,162
2019-02-11 15:36:25.138,163
2019-02-11 15:36:25.382,164
2019-02-11 15:36:25.839,165
2019-02-11 15:36:26.909,164
2019-02-11 15:38:28.839,163
2019-02-11 15:38:30.019,164
2019-02-11 15:38:30.201,165
2019-02-11 15:38:30.390,166
2019-02-11 15:38:30.599,167
2019-02-11 15:38:30.789,168
2019-02-11 15:38:31.321,169
2019-02-11 15:38:31.849,170
2019-02-11 15:39:38.889,171
2019-02-11 15:39:41.318,172
2019-02-11 15:39:41.499,173
2019-02-11 15:39:41.699,174
2019-02-11 15:39:41.911,175
2019-02-11 15:39:42.070,176
2019-02-11 15:39:42.270,177
2019-02-11 15:39:42.501,178
2019-02-11 15:39:42.630,179
2019-02-11 15:39:42.778,180
2019-02-11 15:39:43.300,181
2019-02-11 15:39:44.640,180
2019-02-11 15:40:45.058,179
2019-02-11 15:40:46.505,180
2019-02-11 15:40:46.968,181
2019-02-11 15:40:47.223,182
2019-02-11 15:40:47.785,183
2019-02-11 15:40:48.394,184
2019-02-11 15:41:13.165,183
2019-02-11 15:41:14.315,184
2019-02-11 15:41:14.565,185
2019-02-11 15:41:15.233,186
2019-02-11 15:44:32.760,187
2019-02-11 15:44:34.824,188
2019-02-11 15:44:35.284,189
2019-02-11 15:44:35.464,190
2019-02-11 15:44:35.677,191
2019-02-11 15:44:35.868,192
2019-02-11 15:44:36.067,193
2019-02-11 15:44:36.634,194
2019-02-11 15:44:36.856,195
2019-02-11 15:44:37.014,196
2019-02-11 15:44:37.204,197
2019-02-11 15:44:37.424,198
2019-02-11 15:44:37.594,199
2019-02-11 15:44:37.794,200
2019-02-11 15:44:38.085,201
2019-02-11 15:44:38.334,202
2019-02-11 15:44:38.536,203
2019-02-11 15:44:38.704,204
2019-02-11 15:44:38.924,205
2019-02-11 15:44:39.064,206
2019-02-11 15:44:39.524,207
2019-02-11 15:44:40.184,208
2019-02-11 15:44:40.444,209
2019-02-11 15:44:40.825,210
2019-02-11 15:44:41.744,211
2019-02-11 15:46:31.785,210
2019-02-11 15:46:33.589,211
2019-02-11 15:46:33.789,212
2019-02-11 15:46:33.991,213
2019-02-11 15:46:34.189,214
2019-02-11 15:46:34.369,215
2019-02-11 15:46:34.569,216
2019-02-11 15:46:34.769,217
2019-02-11 15:46:34.969,218
2019-02-11 15:46:36.139,217
2019-02-11 15:47:15.354,216
2019-02-11 15:47:16.484,217
2019-02-11 15:47:17.216,218
2019-02-11 15:47:23.361,219
2019-02-11 15:48:07.129,218
2019-02-11 15:48:08.684,219
2019-02-11 15:48:08.904,220
2019-02-11 15:48:09.064,221
2019-02-11 15:48:09.229,222
2019-02-11 15:48:09.455,223
2019-02-11 15:48:10.190,224
